zi,data
𠲩,⿱六古
𠲪,⿰口𢨪
𠲪,⿸𠯖巳
𠲫,⿰口⿹⺄出
𠲬,⿰口𦣞
𠲭,⿰吆欠
𠲭,⿰口𣢄
𠲮,⿰口巠
𠲯,⿱每口
𠲯,⿱𠂉𠰔
𠲯,⿱亠𠰔
𠲰,⿰口君
𠲰,⿸吚口
𠲱,⿰丰各
𠲲,⿰口⿱亠⿻⿲丿丿⿰丿丿乀
𠲳,⿰口身
𠲴,⿰口投
𠲵,⿰口劫
𠲵,⿰呿力
𠲶,⿰口免
𠲷,⿰口𦔮
𠲷,⿰口耴
𠲷,⿸咡乚
𠲷,⿰咡乚
𠲸,⿰口男
𠲹,⿰口忌
𠲹,⿱𠯇心
𠲺,⿰口岌
𠲻,⿱沂口
𠲼,⿰口臼
𠲼,⿰口𦥑
𠲽,⿰口佛
𠲾,⿰口䀏
𠲿,⿰口束
𠳀,⿰口甬
𠳁,⿰口困
𠳂,⿰口𠯑
𠳃,⿰口汞
𠳄,⿱巫口
𠳅,⿱釆口
𠳆,⿹𢦒口
𠳆,⿶戓𠀆
𠳆,⿶戓𰀁
𠳇,⿱听口
𠳈,⿰口𠯌
𠳉,⿰口⿱旬一
𠳊,⿰可去
𠳋,⿱𠀐㠯
𠳌,⿰去可
𠳍,⿰口𮕜
𠳎,⿰口似
𠳏,⿰口扯
𠳐,⿰口邦
𠳐,⿰㕩阝
𠳑,⿰口抑
𠳒,⿰口𡗶
𠳓,⿰口庇
𠳓,⿸𫩕比
𠳔,⿰口佢
𠳕,⿰口抄
𠳖,⿰口扱
𠳗,⿰口壳
𠳘,⿰口攸
𠳙,⿰台代
𠳚,⿰口改
𠳚,⿰𠯇攵
𠳛,⿱㳊口
𠳜,⿸㕩𡿨
𠳜,⿰口⿱龶𰀠
𠳝,⿰口否
𠳞,⿰口却
𠳞,⿰呿卩
𠳟,⿰口⿱干元
𠳠,⿰口⿱⿸厂二兀
𠳡,⿰口串
𠳢,⿱叱必
𠳣,⿰口𦉴
𠳤,⿰口步
𠳥,⿰口⿱山仝
𠳦,⿰口⿱罒又
𠳧,⿰口⿷⿺
𠳧,𠃑一乚
𠳧,一三
𠳨,⿰口每
𠳩,⿰口佊
𠳪,⿰口𠯳
𠳫,⿰古用
𠳬,⿰古古
𠳭,⿰口克
𠳮,⿱右冋
𠳯,⿰号号
𠳰,⿰口⿱止夂
𠳰,⿰口⿱止夊
𠳱,⿰口卤
𠳲,⿰口⿱日于
𠳳,⿰口呆
𠳴,⿰口⿱中女
𠳵,⿱吅文
𠳶,⿰口秃
𠳷,⿰口佉
𠳸,⿰口⿱𠚤木
𠳹,⿰口床
𠳹,⿸𫩕木
𠳺,⿰口吝
𠳻,⿰口⿱文夕
𠳼,⿰口宋
𠳽,⿰口䆑
𠳾,⿰口罕
𠳿,⿰口尾
𠳿,⿸㕧毛
𠴀,⿰口⿱弜一
𠴀,⿱𠱳一
𠴁,⿰口⿸⿹巳口𠃌
𠴂,⿰口努
𠴃,⿰口⿻人⿱厸一
𠴄,⿰口糺
𠴄,⿰𫩹乚
𠴅,⿱⿻示人口
𠴆,⿰口忒
𠴇,⿰口兵
𠴈,⿰口宏
𠴉,⿰口阮
𠴉,⿰𨙫元
𠴊,⿰口吕
𠴋,⿰口抛
𠴌,⿰口灵
𠴍,⿰口忍
𠴎,⿰口沃
𠴏,⿰口芒
𠴐,⿰口忸
𠴑,⿰口𦬑
𠴒,⿰口伶
𠴓,⿰口低
𠴔,⿰口呈
𠴕,⿰口妙
𠴕,⿰𠯆少
𠴖,⿰口位
𠴗,⿰口杜
𠴗,⿰㕲土
𠴘,⿰口村
𠴘,⿰㕲寸
𠴙,⿰口把
𠴚,⿰口作
𠴛,⿰口穷
𠴜,⿰口技
𠴝,⿰口汪
𠴞,⿰口伴
𠴟,⿰口芈
𠴠,⿰口𠇮
𠴡,⿰口皃
𠴢,⿰口声
𠴣,⿰口⿱丷句
𠴤,⿰吐心
𠴤,⿰口𡉾
𠴥,⿰口沈
𠴦,⿰句主
𠴧,⿰口亝
𠴨,⿰口官
𠴩,⿱口其
𠴪,⿰口㕞
𠴫,⿰口叔
𠴫,⿰𠱙又
𠴬,⿰口𣏋
𠴭,⿰口易
𠴮,⿰口忿
𠴯,⿰口⿻𡈼从
𠴰,⿰口咎
𠴰,⿺咯卜
𠴰,⿺咯人
𠴱,⿰口固
𠴲,⿰口沓
𠴳,⿰口肴
𠴴,⿰口迊
𠴵,⿰口帚
𠴶,⿰口⿱匈儿
𠴷,⿰口㕁
𠴷,⿰㖁卩
𠴸,⿱波口
𠴹,⿰口泣
𠴺,⿰口𠒆
𠴻,⿰口陁
𠴻,⿰𨙫㐌
𠴼,⿰口到
𠴼,⿰咥刂
𠴽,⿰口⿱亠多
𠴾,⿰口⿱丑丑
𠴿,⿳口丿囲
𠵀,⿱品十
𠵁,⿵周口
𠵁,⿵𱖆吕
𠵁,⿵用吕
𠵂,⿱林口
𠵃,⿰口㚔
𠵄,⿰口𬙘
𠵅,⿰口花
𠵆,⿰口担
𠵇,⿰口奇
𠵈,⿰口妹
𠵈,⿰𠯆未
𠵉,⿰口杭
𠵉,⿰㕲亢
𠵊,⿱𦍌古
𠵊,⿱𢆉舌
𠵋,⿰口𭎊
𠵌,⿰口宜
𠵍,⿱析口
𠵎,⿰口姑
𠵎,⿰𠯆古
𠵏,⿰口匼
𠵐,⿰口怯
𠵑,⿸㕧司
𠵒,⿰口䘚
𠵓,⿳丿𠮚⿳丨𠮚丨
𠵓,⿳丨𠮚⿳丨𠮚丨
𠵔,⿰口並
𠵕,⿰口坴
𠵖,⿰口戔
𠵗,⿰号光
𠵘,⿰口門
𠵙,⿰口岺
𠵚,⿰口岸
𠵛,⿱口㕺
𠵛,⿱品丂
𠵜,⿰口罔
𠵝,⿰口芽
𠵞,⿰告勿
𠵟,⿰口⿱𠂒木
𠵠,⿰口⿱一否
𠵡,⿰口㐩
𠵡,⿰𠯤井
𠵢,⿰口𧹘
𠵣,⿰口軋
𠵣,⿰唓乚
𠵤,⿱叀口
𠵤,⿱𤰔台
𠵥,⿱五吾
𠵦,⿰吾午
𠵧,⿸𮝾口
𠵨,⿰口㝵
𠵩,⿰口果
𠵪,⿱吅⿰工乂
𠵫,⿰口昂
𠵬,⿱品又
𠵭,⿰口𦙃
𠵮,⿰口牪
𠵮,⿰吽牛
𠵯,⿰口刮
𠵯,⿰咶刂
𠵰,⿰口⿱𠂉光
𠵱,⿰口依
𠵲,⿰后可
𠵳,⿰后㞋
𠵴,⿰口命
𠵵,⿰合半
𠵶,⿳口凶𠬞
𠵷,⿰口兖
𠵸,⿰口弥
𠵸,⿰𭇂尔
𠵹,⿰口岡
𠵺,⿰口𱬷
𠵻,⿰口宗
𠵼,⿰口孟
𠵽,⿰口法
𠵾,⿰口画
𠵿,⿰口披
𠶀,⿰口罙
𠶁,⿰口𭁈
𠶂,⿰口𢼂
𠶃,⿰口玩
𠶃,⿰㕵元
𠶄,⿰吇可
𠶄,⿰口𡥚
𠶅,⿰口招
𠶆,⿰口𨑮
𠶇,⿰吊永
𠶈,⿰口社
𠶈,⿰呩土
𠶉,⿰口凭
𠶊,⿰口坡
𠶊,⿰吐皮
𠶋,⿰口芥
𠶌,⿰口近
𠶍,⿰口枕
𠶍,⿰㕲冘
𠶎,⿰口彼
𠶏,⿰口秉
𠶐,⿰口迎
𠶑,⿰口𱐍
𠶒,⿰口怛
𠶓,⿰口表
𠶔,⿰口怪
𠶕,⿰口沼
𠶖,⿰口枉
𠶖,⿰㕲王
𠶗,⿰口直
𠶘,⿱可列
𠶙,⿰口芣
𠶚,⿰口妸
𠶚,⿰𠯆可
𠶛,⿰口京
𠶜,⿰口制
𠶝,⿰口事
𠶞,⿰口性
𠶟,⿰口押
𠶠,⿰口治
𠶡,⿰口𥐧
𠶢,⿰口油
𠶣,⿰口枚
𠶣,⿰㕲攵
𠶤,⿰口尚
𠶥,⿰口穹
𠶦,⿰口庙
𠶦,⿸𫩕由
𠶧,⿰口店
𠶧,⿸𫩕占
𠶨,⿰口炙
𠶩,⿸㕧𫞕
𠶪,⿰口⿸虍刀
𠶫,⿰口⿱大氶
𠶬,⿳吅一龷
𠶭,⿰口⿱⿻
𠶭,丨⿻囗一女
𠶭,⿰口⿱⿻丨⿻囗一女
𠶮,⿱吉古
𠶯,⿰口拙
𠶰,⿱𠚤周
𠶱,⿰可各
𠶱,⿹𭇏口
𠶲,⿰口厒
𠶳,⿱⿰户殳口
𠶴,⿰口𨸲
𠶴,⿰𨙫市
𠶵,⿳口⿺丄⿰⿹勹丿丨八
𠶶,⿰启戈
𠶷,⿳立中口
𠶸,⿰口卻
𠶸,⿰唂卩
𠶹,⿰口紇
𠶹,⿰𫩹乞
𠶺,⿰口㪅
𠶻,⿰口咠
𠶼,⿰口𥄉
𠶽,⿰口𢇂
𠶾,⿰口苛
𠶿,⿰口羍
𠷀,⿰口耎
𠷁,⿰口前
𠷂,⿰口怠
𠷃,⿰口叜
𠷄,⿰口𢈊
𠷄,⿸𫩕缶
𠷅,⿰口茁
𠷆,⿰口苲
𠷇,⿰口施
𠷇,⿰㕫㐌
𠷈,⿰口律
𠷉,⿰口迦
𠷉,⿺𫩸口
𠷊,⿰口便
𠷋,⿰口厚
𠷌,⿰口則
𠷌,⿰唄刂
𠷍,⿰口⿺𠃊录
𠷍,⿰口⿺㇄录
𠷎,⿹𢏚口
𠷏,⿺丸咼
𠷐,⿰口恒
𠷑,⿰口癹
𠷒,⿰口⿱爪目
𠷒,⿱𫩜目
𠷓,⿰甹只
𠷔,⿱⿻大吅亾
𠷕,⿰口風
𠷖,⿰口窆
𠷗,⿸彦口
𠷘,⿰口秌
𠷘,⿰吙禾
𠷙,⿰口⿱目攵
𠷚,⿰口昰
𠷛,⿳口一⿱凶𠬞
𠷜,⿱坐句
𠷝,⿰口𱕻
𠷞,⿰卵古
𠷟,⿰口界
𠷠,⿱䂝口
𠷡,⿱百合
𠷡,⿱丆𣆗
𠷢,⿲口𦈢亍
𠷣,⿰口虽
𠷤,⿰口胞
𠷤,⿰𠯲包
𠷥,⿰口亭
𠷦,⿰口勉
𠷦,⿺𠲶力
𠷧,⿰口⿹戈灭
𠷨,⿰口扁
𠷨,⿸𠯖𠕁
𠷩,⿰口姜
𠷪,⿰口⿱宀𠮷
𠷫,⿱⿻十吅𧘇
𠷬,⿰口柬
𠷭,⿰口凾
𠷮,⿰口毒
𠷯,⿰口眉
𠷰,⿱口面
𠷱,⿺⿳一丈口甘
𠷲,⿰口⿱⺕吋
𠷳,⿺⿱日各卜
𠷴,⿰口後
𠷵,⿰口紂
𠷵,⿰𫩹寸
𠷶,⿰口㚅
𠷷,⿰𤤋口
𠷸,⿰口壴
𠷹,⿰口相
𠷹,⿰㕲目
𠷺,⿰口勃
𠷺,⿰哱力
𠷻,⿰哂寸
𠷼,⿰口⿵戌小
𠷽,⿻丨⿳吅𰀃人
𠷾,⿰口𥄎
𠷿,⿰口怎
𠸀,⿰口⿱夕交
𠸁,⿰口派
𠸂,⿰口突
𠸃,⿰口㢲
𠸄,⿰口英
𠸅,⿱吅𣦼
𠸆,⿱次吉
𠸇,⿰口⿱弜大
𠸈,⿳吅一主
𠸉,⿰口峉
𠸊,⿰口耷
𠸋,⿰口苦
𠸌,⿰口㒸
𠸍,⿰口美
𠸎,⿰口拏
𠸏,⿰口茄
𠸐,⿰口衿
𠸑,⿰口削
𠸑,⿰哨刂
𠸒,⿰口保
𠸓,⿰口括
𠸔,⿰口⿱艹市
𠸕,⿰口胤
𠸖,⿰口苓
𠸗,⿱初古
𠸘,⿰口俗
𠸙,⿰古弄
𠸚,⿰口苟
𠸛,⿰名先
𠸜,⿺先名
𠸝,⿰口疌
𠸞,⿰口炶
𠸞,⿰吙占
𠸟,⿰口盃
𠸠,⿰口𱒢
𠸡,⿰口洫
𠸢,⿰口畐
𠸣,⿰口紅
𠸣,⿰𫩹工
𠸤,⿰口待
𠸥,⿰口計
𠸥,⿰唁十
𠸦,⿰口看
𠸧,⿰口恪
𠸨,⿰口俚
𠸩,⿰口貞
𠸪,⿰口洛
𠸫,⿰口奏
𠸬,⿰口侵
𠸭,⿺是口
𠸮,⿰甹号
𠸯,⿰口匽
𠸰,⿰呦欠
𠸰,⿰口𣢜
𠸱,⿱⿰𠮝口示
𠸲,⿳一厸冏
𠸳,⿰口陋
𠸳,⿰𨙫𫠥
𠸴,⿰口𢦶
𠸵,⿰口𭾡
𠸶,⿱哭亡
𠸷,⿰口浮
𠸸,⿰口唇
𠸸,⿸㖘口
𠸹,⿰口彧
𠸺,⿰口逆
𠸻,⿰口建
𠸼,⿰口𨒒
𠸼,⿺𰇥十
𠸽,⿰口迡
𠸾,⿰口𦚖
𠸾,⿰𠯲乏
𠸿,⿰𠧢召
𠹀,⿰口孫
𠹀,⿰吇系
𠹁,⿰口窊
𠹂,⿰口疵
𠹃,⿰口盎
𠹄,⿰口圅
𠹅,⿰口恭
𠹆,⿰口耽
𠹆,⿰咡冘
𠹇,⿰口𣬉
𠹈,⿱吅里
𠹈,⿱單一
𠹉,⿳龸⿺𠃊口日
𠹉,⿳龸⿺㇄口日
𠹊,⿰口草
𠹋,⿰口疾
𠹌,⿰口能
𠹌,⿰𠱝𫧇
𠹍,⿰口容
𠹎,⿰口烋
𠹏,⿰口蚤
𠹐,⿰口夎
𠹑,⿰口臬
𠹒,⿰口宫
𠹓,⿸𠯖缶
𠹔,⿰口唐
𠹕,⿰口豹
𠹕,⿰𪡊勺
𠹖,⿰口展
𠹗,⿰口哲
𠹘,⿰口⿸𭾛又
𠹘,⿰口⿳⺊目夊
𠹙,⿰口挈
𠹚,⿰口員
𠹛,⿰口豈
𠹜,⿱品止
𠹜,⿱口𰙧
𠹝,⿱㭝口
𠹝,⿱林叴
𠹞,⿰口⿱含廾
𠹟,⿱𡨄口
𠹠,⿰口⿱臼木
𠹡,⿰口𦤃
𠹢,⿱𭮪口
𠹣,⿱吅攻
𠹤,⿰口恚
𠹥,⿰口𦐇
𠹦,⿰口⿱比糸
𠹧,⿱立⿵⿻人𠔼口
𠹨,⿰⿱⺈𡰪乍
𠹩,⿱君乑
𠹪,⿰咅句
𠹫,⿱⿻土𠓜回
𠹬,⿰咼元
𠹭,⿰口哥
𠹮,⿰口⿱此用
𠹯,⿰口陛
𠹯,⿰𨙫坒
𠹰,⿰口貶
𠹰,⿰唄乏
𠹱,⿰口渠
𠹲,⿰口渚
𠹳,⿰口桀
𠹴,⿰口郡
𠹴,⿰𠲰阝
𠹵,⿰口晏
𠹶,⿰口砰
𠹶,⿰𠰴平
𠹷,⿰口娥
𠹷,⿰𠯆我
𠹸,⿰口衾
𠹹,⿰口倫
𠹺,⿰口埋
𠹺,⿰吐里
𠹻,⿰口朕
𠹻,⿰𠯲关
𠹼,⿰口宰
𠹽,⿰口荄
𠹾,⿰受召
𠹿,⿰口𡌥
𠺀,⿰口𡨐
𠺁,⿰口弱
𠺂,⿰口⿳大龷𰀠
𠺃,⿱振口
𠺄,⿰口𡘤
𠺅,⿰口烈
𠺆,⿰口套
𠺇,⿳吉廿口
𠺈,⿰口𦮴
𠺉,⿰口閅
𠺊,⿰口茸
𠺋,⿰口缺
𠺌,⿰口鬼
𠺍,⿰口⿸𠂆具
𠺎,⿰馬口
𠺏,⿰口翅
𠺏,⿺吱羽
𠺐,⿱吅見
𠺑,⿰口𥬇
𠺒,⿰口息
𠺓,⿰口釗
𠺓,⿰唫刂
𠺔,⿰口𰢱
𠺔,⿰𠰩用
𠺕,⿰口留
𠺖,⿰口畝
𠺖,⿰𭈈久
𠺗,⿰口迷
𠺘,⿰口浪
𠺙,⿰口退
𠺚,⿰口班
𠺛,⿱⿰老攵口
𠺜,⿰口荖
𠺝,⿰口格
𠺝,⿰㕲各
𠺞,⿱⿻工⿱冖一舎
𠺟,⿰口庫
𠺟,⿸𫩕車
𠺠,⿰口竜
𠺡,⿰口欬
𠺡,⿰咳欠
𠺢,⿰口家
𠺣,⿰口剥
𠺣,⿰㖨刂
𠺤,⿱㪿口
𠺤,⿱𣂚口
𠺥,⿰召受
𠺦,⿰口借
𠺧,⿰口條
𠺧,⿸𠳘朩
𠺨,⿰口恥
𠺨,⿰咡心
𠺩,⿰口流
𠺪,⿰口氣
𠺫,⿰口料
𠺫,⿰咪斗
𠺬,⿰口起
𠺬,⿺唗巳
𠺭,⿰口俸
𠺮,⿰口時
𠺮,⿰𠯐寺
𠺯,⿰員亡
𠺰,⿰口称
𠺰,⿰咊尔
𠺱,⿰口恐
𠺲,⿰口振
𠺳,⿰口⿱尤旨
𠺴,⿰口茖
𠺵,⿰口聀
𠺵,⿰咡戈
𠺶,⿰口納
𠺶,⿰𫩹内
𠺷,⿰口祝
𠺷,⿰呩兄
𠺸,⿰口浸
𠺹,⿰口荑
𠺺,⿰口桂
𠺺,⿰㕲圭
𠺻,⿰口級
𠺻,⿰𫩹及
𠺼,⿰咪欠
𠺼,⿰口𥸷
𠺽,⿰口殺
𠺽,⿰𱒞殳
𠺾,⿰口珠
𠺾,⿰㕵朱
𠺿,⿰口原
𠻀,⿰口徒
𠻁,⿺羌司
𠻂,⿰口訔
𠻃,⿰口軒
𠻃,⿰唓干
𠻄,⿰口荒
𠻅,⿰口砭
𠻅,⿰𠰴乏
𠻆,⿰口陣
𠻆,⿰𨙫車
𠻇,⿰呆曳
𠻈,⿰口宴
𠻉,⿰口适
𠻊,⿰口席
𠻋,⿰口𤰇
𠻌,⿻乚㗊
𠻍,⿰口⿱臽又
𠻎,⿰口斊
𠻏,⿰口⿹𢦏⿰丿小
𠻐,⿰口珞
𠻐,⿰㕵各
𠻑,⿰口郗
𠻑,⿰唏阝
𠻒,⿰口⿸厂奄
𠻓,⿰口隺
𠻔,⿰口𠁅
𠻕,⿰口㝡
𠻖,⿱品生
𠻗,⿰口离
𠻘,⿰口雀
𠻙,⿰口𡇶
𠻚,⿱莫口
𠻚,⿱䒤夻
𠻛,⿰口造
𠻜,⿰口率
𠻝,⿱品㐱
𠻞,⿰口康
𠻞,⿸𫩕隶
𠻟,⿰口桼
𠻠,⿰口聆
𠻠,⿰咡令
𠻡,⿱𣂞口
𠻢,⿰口雩
𠻣,⿰口速
𠻤,⿰口寅
𠻥,⿰口巢
𠻦,⿰口𡕩
𠻧,⿰口梏
𠻧,⿰㕲告
𠻨,⿰口堇
𠻩,⿰口窕
𠻪,⿰口淡
𠻫,⿰口悥
𠻬,⿰口荼
𠻭,⿳山中冏
𠻮,⿱來回
𠻯,⿰口悊
𠻰,⿱𠱠⿸丂三
𠻱,⿰口陵
𠻱,⿰𨙫夌
𠻲,⿰口赦
𠻲,⿰哧攵
𠻳,⿰口敕
𠻳,⿰𠲿攵
𠻴,⿰口朗
𠻴,⿰哴月
𠻵,⿰口莽
𠻶,⿰口𦱤
𠻷,⿰口現
𠻷,⿰㕵見
𠻸,⿰𠀷司
𠻹,⿰口添
𠻺,⿰口掗
𠻻,⿰口閉
𠻼,⿰口荳
𠻽,⿰口梅
𠻽,⿰㕲每
𠻾,⿰口望
𠻿,⿰口産
𠼀,⿰口章
𠼁,⿰口⿳亠业𧘇
𠼂,⿰口陳
𠼂,⿰𨙫東
𠼃,⿱斬口
𠼄,⿰口⿳大甘从
𠼅,⿱吅奄
𠼆,⿱𡨤口
𠼇,⿰口屚
𠼇,⿸㕧雨
𠼈,⿰口捼
𠼉,⿰口脣
𠼊,⿰口𫞫
𠼋,⿰口問
𠼌,⿰𫪇攵
𠼍,⿲口⿱白勹攵
𠼎,⿰口⿱白米
𠼏,⿰口做
𠼏,⿰𱒴攵
𠼐,⿰口犁
𠼑,⿰告告
𠼒,⿰口笨
𠼓,⿰口亀
𠼔,⿰口常
𠼕,⿰口排
𠼖,⿰口婪
𠼗,⿰口斬
𠼗,⿰唓斤
𠼘,⿰口𠵥
𠼙,⿰口爽
𠼚,⿰口敗
𠼚,⿰唄攵
𠼛,⿱𠱠⿸厂三
𠼜,⿰口⿱山⿴囗丛
𠼝,⿰口梨
𠼞,⿰合亞
𠼟,⿰口⿱八面
𠼠,⿰口⿱氏貝
𠼡,⿹𢏚叹
𠼢,⿰口强
𠼢,⿰𭇂虽
𠼣,⿰口⿱双酉
𠼤,⿰口堅
𠼥,⿰口䖏
𠼦,⿰口曼
𠼧,⿱品𠙹
𠼨,⿳吅凵吅
𠼩,⿰口崙
𠼪,⿰口移
𠼪,⿰咊多
𠼫,⿰唫亍
𠼬,⿰口商
𠼭,⿰口缽
𠼮,⿰口僞
𠼯,⿰口許
𠼯,⿰唁午
𠼰,⿰口梗
𠼰,⿰㕲更
𠼱,⿰口累
𠼲,⿰口堆
𠼲,⿰吐隹
𠼳,⿰口乾
𠼴,⿰口頃
𠼴,⿰𫜸頁
𠼵,⿰口停
𠼶,⿰口赧
𠼶,⿰哧𠬝
𠼷,⿰台哉
𠼸,⿰口偃
𠼹,⿰唄斤
𠼹,⿰口𧵆
𠼺,⿰口惮
𠼻,⿰口基
𠼼,⿰口莩
𠼽,⿰口覓
𠼾,⿰口崇
𠼿,⿱𠳺心
𠽀,⿰口偶
𠽁,⿰口處
𠽂,⿰口弹
𠽂,⿰𭇂单
𠽃,⿰口執
𠽃,⿰啈丸
𠽄,⿰口探
𠽅,⿰口舂
𠽆,⿰口訥
𠽆,⿰唁内
𠽇,⿲口氵𭎊
𠽈,⿰口淺
𠽉,⿰口深
𠽊,⿰口敏
𠽊,⿰𠳨攵
𠽋,⿰口匿
𠽌,⿰口雪
𠽍,⿰口淫
𠽎,⿰口涯
𠽏,⿰口陷
𠽏,⿰𨙫臽
𠽐,⿰口魚
𠽑,⿰口豉
𠽑,⿰哣支
𠽒,⿰口頂
𠽒,⿰叮頁
𠽓,⿰口衮
𠽔,⿰口疎
𠽕,⿰口捷
𠽖,⿰口逐
𠽗,⿰口眼
𠽗,⿰𰇏艮
𠽘,⿱味向
𠽙,⿰口假
𠽚,⿱可重
𠽛,⿰口陰
𠽛,⿰𨙫侌
𠽜,⿰口啻
𠽝,⿱吅典
𠽞,⿰口混
𠽟,⿰口𤼭
𠽠,⿰古段
𠽡,⿰口惠
𠽢,⿰口博
𠽢,⿰叶尃
𠽣,⿰口㞚
𠽣,⿸㕧臿
𠽤,⿰口戟
𠽥,⿰口䙵
𠽦,⿰口減
𠽧,⿰口𬛳
𠽨,⿰口𡩘
𠽩,⿰口筆
𠽪,⿰口湆
𠽫,⿰口閕
𠽬,⿰口貳
𠽭,⿰口𪩃
𠽮,⿰口提
𠽯,⿰口堤
𠽯,⿰吐是
𠽰,⿰口寔
𠽱,⿰口寋
𠽲,⿰口⿱釆皿
𠽳,⿰口⿱來日
𠽴,⿰口𦓔
𠽵,⿰口𧯡
𠽶,⿰口毳
𠽷,⿱口貲
𠽸,⿱吅頁
𠽹,⿰口𧦴
𠽺,⿱臣𡋑
𠽻,⿰口喆
𠽻,⿰咭吉
𠽼,⿰口歰
𠽽,⿱吅⿰⿱𫜹匕爻
𠽽,⿱吅⿰⿷⿴己一一爻
𠽾,⿰口普
𠽿,⿰口辜
𠾀,⿰唷攵
𠾀,⿰口𰕎
𠾁,⿰口𡎐
𠾁,⿰𠵕丮
𠾂,⿳來一回
𠾃,⿳亠⿶屮凵⿵冂夻
𠾃,⿱亠⿵⿶⿻人⿱凵𠔼凵口
𠾄,⿳爫爫⿵几古
𠾅,⿱吅品
𠾆,⿰口犂
𠾇,⿰口厨
𠾈,⿰口⿱𱼀咅
𠾉,⿹𢏚吋
𠾊,⿰口𡍮
𠾋,⿰口𭪿
𠾌,⿰口𦥭
𠾍,⿰口棄
𠾎,⿰口散
𠾏,⿰口奢
𠾐,⿰口隆
𠾐,⿰𨙫㚅
𠾑,⿰口衘
𠾒,⿰口雅
𠾒,⿰呀隹
𠾓,⿰口詔
𠾓,⿰唁召
𠾔,⿰口税
𠾔,⿰咊兑
𠾕,⿰口隊
𠾕,⿰𨙫㒸
𠾖,⿳吅大吅
𠾖,⿳吅大吅
𠾗,⿰㖤欠
𠾗,⿰口𣣖
𠾘,⿰口𧦱
𠾙,⿰口富
𠾚,⿰口費
𠾛,⿰口黄
𠾜,⿰口歮
𠾝,⿲口⿱日开攵
𠾞,⿰口棼
𠾟,⿰⿳口田八可
𠾠,⿰口豿
𠾠,⿰𪡊句
𠾡,⿰口等
𠾢,⿰口尌
𠾢,⿰𠷸寸
𠾣,⿰口森
𠾤,⿱森口
𠾤,⿱木𠵂
𠾥,⿰哥令
𠾦,⿰口悲
𠾧,⿱吅禺
𠾨,⿰口嵌
𠾩,⿰口⿱山曷
𠾪,⿰口𦊽
𠾫,⿰口須
𠾬,⿰口欽
𠾬,⿰唫欠
𠾭,⿰口萎
𠾮,⿰口䆤
𠾯,⿰口𰗷
𠾰,⿰口⿳宀夂至
𠾱,⿰口替
𠾲,⿰口越
𠾲,⿺唗戉
𠾳,⿱可⿰可可
𠾴,⿰口棒
𠾴,⿰㕲奉
𠾵,⿰口揸
𠾶,⿰口景
𠾷,⿰口報
𠾷,⿰啈𠬝
𠾸,⿰口超
𠾸,⿺唗召
𠾹,⿰吞卒
𠾺,⿰口善
𠾻,⿰口湛
𠾼,⿰口絶
𠾼,⿰𫩹色
𠾽,⿰口閏
𠾾,⿰口湿
𠾿,⿰口項
𠾿,⿰叿頁
𠿀,⿰口稍
𠿀,⿰咊肖
𠿁,⿰口欺
𠿁,⿰唭欠
𠿂,⿰口插
𠿃,⿰口媒
𠿃,⿰𠯆某
𠿄,⿰口寓
𠿅,⿰口萑
𠿅,⿰口雈
𠿆,⿰口⿳厶大⿱丰夂
𠿆,⿰口⿳厶大⿱丰夊
𠿆,⿰口⿳厶大麦
𠿇,⿰口解
𠿇,⿰唃𭷔
𠿈,⿰口愁
𠿉,⿱𣪠口
𠿊,⿰口𣪠
𠿋,⿰口粤
𠿌,⿰口⿱𱼀音
𠿍,⿰口殿
𠿎,⿰口𩰬
𠿏,⿰口煎
𠿐,⿰口㬅
𠿑,⿰口感
𠿒,⿰口歇
𠿒,⿰喝欠
𠿓,⿰口䪞
𠿔,⿰口⿱彖心
𠿕,⿰喬亢
𠿖,⿰𰈈欠
𠿗,⿰口瑟
𠿘,⿰口雋
𠿙,⿰口雹
𠿚,⿰口葉
𠿛,⿰口虜
𠿜,⿰口㼫
𠿜,⿰𠵩瓦
𠿝,⿰口楚
𠿞,⿰口亶
𠿟,⿱𦥯口
𠿠,⿰口戢
𠿠,⿰𠶻戈
𠿡,⿱窡口
𠿢,⿰口羡
𠿣,⿰口歅
𠿣,⿰㖶欠
𠿤,⿰口鼓
𠿤,⿰𠷸支
𠿥,⿰口𦞅
𠿦,⿳臣吅壬
𠿧,⿱⿻十吅⿵冂夻
𠿨,⿰口幹
𠿩,⿰口瑞
𠿩,⿰㕵耑
𠿪,⿰口賈
𠿫,⿰口筲
𠿬,⿰口傻
𠿭,⿰口滑
𠿮,⿰口飲
𠿯,⿰口嵬
𠿰,⿰口飭
𠿱,⿰口道
𠿲,⿰售旦
𠿳,⿰口廉
𠿳,⿸𫩕兼
𠿴,⿰口碍
𠿴,⿰𠰴㝵
𠿵,⿰口貇
𠿵,⿰𪡊艮
𠿶,⿰口準
𠿷,⿰口閙
𠿸,⿰口萼
𠿹,⿰口賃
𠿺,⿰口葬
𠿻,⿰喬元
𠿼,⿰口煞
𠿽,⿰⿱口𠕋甫
𠿾,⿰口𢊊
𠿾,⿸𫩕𡘤
𠿿,⿰口義
𡀀,⿰口禀
𡀁,⿰口嗇
𡀂,⿰口雷
𡀃,⿰口斟
𡀃,⿰啿斗
𡀄,⿰口壼
𡀅,⿰口⿱⿻十从貝
𡀆,⿰喜不
𡀇,⿰口董
𡀈,⿱吅庭
