zi,chaizi
匊,⿹勹米
匋,⿹勹缶
匌,⿹勹合
匍,⿹勹甫
匎,⿹勹奄
匏,⿰夸包
匐,⿹勹畐
匑,⿹勹躬
匒,⿹勹荅
匓,⿹勹𣪘
匔,⿹勹躳
匕,⿺乚丿
化,⿰亻𠤎
北,⿲二丨匕
匘,⿰匕𡿺
匙,⿺是匕
匚,一𠃊
匛,⿷匚久
匜,⿷匚也
匝,⿷匚巾
匞,⿷匚工
匟,⿷匚亢
匠,⿷匚斤
匡,⿷匚王
匢,⿷匚勿
匣,⿷匚甲
匤,⿷匚玉
匥,⿷匚弁
匦,⿷匚轨
匧,⿷匚夾
匨,⿷匚壯
匩,⿷匚𡉚
匪,⿷匚非
匫,⿷匚曶
匬,⿷匚俞
匭,⿷匚軌
匮,⿷匚贵
匯,⿷匚淮
匰,⿷匚單
匱,⿷匚貴
匲,⿷匚𡙗
匳,⿷匚僉
匴,⿷匚算
匵,⿷匚賣
匶,⿷匚舊
匷,⿷匚瞿
匸,⿱一𠃊
匹,⿷匚儿
区,⿷匚乂
医,⿷匚矢
匼,⿷匚合
匽,⿷匚妟
匾,⿷匚扁
匿,⿷匚若
區,⿷匚品
十,⿻丨一
卂,⿹⺄十
千,⿱丿十
卄,⿻〢一
卅,⿻川一
卆,⿱九十
升,⿻⿰𰀪丨一
午,⿱𠂉十
卉,⿱十廾
半,⿻⺌二
卋,⿱十廿
卌,⿻⿰〢〢一
卍,⿻㇅丨一丨
华,⿱化十
协,⿰十办
卐,一丨一
卑,⿱⿻𰀪日十
卒,⿱𠅃十
卓,⿱⺊早
協,⿰十劦
单,丫旦
卖,⿱十买
南,⿱十⿵冂𢆉
単,⿱𭕄⿻甲一
卙,⿰甚十
博,⿰十尃
卛,⿱䜌十
卜,⿰丨丶
卝,⿲一丨⺊
卞,⿱亠卜
卟,⿰口卜
占,⿱⺊口
卡,⿱上卜
卢,⿱⺊尸
卣,⿱⺊囙
卤,⿱⺊龱
卥,⿱⺊⿴囗⿻⿰丿丿丶
卦,⿰圭卜
卧,⿰臣卜
卨,⿱⺊咼
卩,丨𠃌
卪,⿴卩丶
卫,⿱𠃌丄
卬,⿰匚卩
卭,⿰工卩
卮,⿸𠂋㔾
卯,⿰𠂎卩
印,⿰𬼖卩
危,⿱⺈厄
卲,⿰召卩
即,⿰艮卩
却,⿰去卩
卵,⿰𠂑卪
卶,⿰多卩
卷,⿱龹㔾
卸,⿰𦈢卩
卹,⿰血卩
卺,⿱丞㔾
卻,⿰谷卩
卼,⿺兀危
卽,⿰皀卩
卾,⿰咢卩
卿,⿰𠂎即
厀,⿰桼卩
厁,⿱斜𰆊
厂,一丿
厃,⿱⺈厂
厄,⿸厂㔾
厅,⿸厂丁
历,⿸厂力
厇,⿸厂乇
厈,⿸厂干
厉,⿸厂万
厊,⿸厂牙
压,⿸厂圡
厌,⿸厂犬
厍,⿸厂车
厎,⿸厂氐
厏,⿸厂乍
厐,⿸厂龙
厑,⿸厂𫜸
厒,⿸厂缶
厓,⿸厂圭
厔,⿸厂至
厕,⿸厂则
厖,⿸厂尨
厗,⿸厂辛
厘,⿸厂里
厙,⿸厂車
厚,⿸厂㫗
厛,⿸厂听
厜,⿸厂垂
厝,⿸厂昔
厞,⿸厂非
原,⿸厂𤽄
厠,⿸厂則
厡,⿸厂泉
厢,⿸厂相
厣,⿸厌甲
厤,⿸厂秝
厥,⿸厂欮
厦,⿸厂夏
厧,⿸厂真
厨,⿸厂𭔰
厩,⿸厂既
厪,⿸厂堇
厫,⿸厂敖
厬,⿸厂晷
厭,⿸厂猒
厮,⿸厂斯
厯,⿸𠩵⿺乚⿰丶丶
厰,⿸厂敞
厱,⿸厂僉
厲,⿸厂萬
厳,⿱𭕄𠪚
厴,⿸厭甲
厵,⿱原𰆬
厶,⿸𠃋丶
厷,⿸𠂇厶
厸,⿰厶厶
厹,⿱九厶
厺,⿱大厶
去,⿱土厶
厼,⿱厶小
厽,⿱厶厸
厾,⿹⺄去
县,⿱且厶
叀,⿱𤰔厶
叁,⿳厶大三
参,⿳厶大彡
參,⿱厽㐱
叄,⿱𠫯三
叅,⿱厽𠇍
叆,⿰云爱
叇,⿰云逮
又,乀㇇
叉,⿴又丶
及,⿹㇋丿乀
友,⿸𠂇又
双,⿰又又
反,⿸𠂆又
収,⿰丩又
叏,⿱⿻丨ユ又
叐,⿱丿友
发,⿸⿺⿻丿𠃊丶又
叒,⿱又双
叓,⿱𰀉又
叔,⿰尗又
叕,⿰㕛㕛
取,⿰耳又
受,⿳爫冖又
变,⿱𰁜又
叙,⿰余又
叚,⿰𡰥⿱コ又
叛,⿰半反
叜,⿱灾又
叝,⿰去𠬝
叞,⿰𫵖又
叟,⿱𦥔又
叠,⿱叒冝
叡,⿰睿又
叢,⿱丵取
口,丨𠃍一
古,⿱十口
句,⿹勹口
另,⿱口力
叧,⿱口刀
叨,⿰口刀
叩,⿰口卩
只,⿱口八
叫,⿰口丩
召,⿱刀口
叭,⿰口八
叮,⿰口丁
可,⿹丁口
台,⿱厶口
叱,⿰口𠤎
史,⿻丿⿱口乀
右,⿸𠂇口
叴,⿱九口
叵,⿷匚口
叶,⿰口十
号,⿱口丂
司,⿹𠃌𠮛
叹,⿰口又
叺,⿰口入
叻,⿰口力
叼,⿰口刁
叽,⿰口几
叾,⿱了口
叿,⿰口工
吀,⿰口千
吁,⿰口于
吂,⿱亡口
吃,⿰口乞
各,⿱夂口
吅,⿰口口
吆,⿰口幺
吇,⿰口子
合,⿱亼口
吉,⿱士口
吊,⿱口巾
吋,⿰口寸
同,⿵冂𠮛
名,⿸夕口
后,⿸𠂆𠮛
吏,⿻𠂇⿱口乀
吐,⿰口土
向,⿱丿冋
吒,⿰口乇
吓,⿰口下
吔,⿰口也
吕,⿱口口
吖,⿰口丫
吗,⿰口马
吘,⿰口午
吙,⿰口火
吚,⿰口尹
君,⿸尹口
吜,⿰口丑
吝,⿱文口
吞,⿱天口
吟,⿰口今
吠,⿰口犬
吡,⿰口比
吢,⿱心口
吣,⿰口心
吤,⿰口介
吥,⿰口不
否,⿱不口
吧,⿰口巴
吨,⿰口屯
吩,⿰口分
吪,⿰口化
含,⿱今口
听,⿰口斤
吭,⿰口亢
吮,⿰口允
启,⿸户口
吰,⿰口厷
吱,⿰口支
吲,⿰口引
吳,⿳口𠃑大
吴,⿱口天
吵,⿰口少
吶,⿰口内
吷,⿰口夬
吸,⿰口及
吹,⿰口欠
吺,⿰口殳
吻,⿰口勿
吼,⿰口孔
吽,⿰口牛
吾,⿱五口
吿,⿱牛口
呀,⿰口牙
呁,⿰口匀
呂,⿳口丿口
呃,⿰口厄
呄,⿱乃古
呅,⿰口文
呆,⿱口木
呇,⿱水口
呈,⿱口王
呉,⿳⿺𠃑口一八
告,⿱𠂒口
呋,⿰口夫
呌,⿰口斗
呍,⿰口云
呎,⿰口尺
呏,⿰口升
呐,⿰口内
呑,⿱夭口
呒,⿰口无
呓,⿰口艺
呔,⿰口太
呕,⿰口区
呖,⿰口历
呗,⿰口贝
员,⿱口贝
呙,⿱口内
呚,⿰口攵
呛,⿰口仓
呜,⿰口乌
呝,⿰口戹
呞,⿰口司
呟,⿰口玄
呠,⿰口本
呡,⿰口民
呢,⿰口尼
呣,⿰口母
呤,⿰口令
呥,⿰口冉
呦,⿰口幼
呧,⿰口氐
周,⿵𱖆口
呩,⿰口示
呪,⿰口兄
呫,⿰口占
呬,⿰口四
呭,⿰口世
呮,⿰口只
呯,⿰口平
呰,⿱此口
呱,⿰口瓜
呲,⿰口此
味,⿰口未
呴,⿰口句
呵,⿰口可
呶,⿰口奴
呷,⿰口甲
呸,⿰口丕
呹,⿰口失
呺,⿰口号
呻,⿰口申
呼,⿰口乎
命,⿱亼叩
呾,⿰口旦
呿,⿰口去
咀,⿰口且
咁,⿰口甘
咂,⿰口匝
咃,⿰口他
咄,⿰口出
咅,⿱立口
咆,⿰口包
咇,⿰口必
咈,⿰口弗
咉,⿰口央
咊,⿰口禾
咋,⿰口乍
和,⿰禾口
咍,⿰口台
咎,⿱处口
咏,⿰口永
咐,⿰口付
咑,⿰口打
咒,⿱吅几
咓,⿰口瓦
咔,⿰口卡
咕,⿰口古
咖,⿰口加
咗,⿰口左
咘,⿰口布
咙,⿰口龙
咚,⿰口冬
咛,⿰口宁
咜,⿰口它
咝,⿰口丝
咞,⿰口开
咟,⿰口百
咠,⿱口耳
咡,⿰口耳
咢,⿱吅亏
咣,⿰口光
咤,⿰口宅
咥,⿰口至
咦,⿰口夷
咧,⿰口列
咨,⿱次口
咩,⿰口羊
咪,⿰口米
咫,⿺尺只
咬,⿰口交
咭,⿰口吉
咮,⿰口朱
咯,⿰口各
咰,⿰口旬
咱,⿰口自
咲,⿰口关
咳,⿰口亥
咴,⿰口灰
咵,⿰口夸
咶,⿰口舌
咷,⿰口兆
咸,⿵戌口
咹,⿰口安
咺,⿰口亘
咻,⿰口休
咼,⿵冎口
咽,⿰口因
咾,⿰口老
咿,⿰口伊
哀,⿳亠口𧘇
品,⿱口吅
哂,⿰口西
哃,⿰口同
哄,⿰口共
哅,⿰口匈
哆,⿰口多
哇,⿰口圭
哈,⿰口合
哉,⿹𢦏口
哊,⿰口有
哋,⿰口地
哌,⿰口𠂢
响,⿰口向
哎,⿰口艾
哏,⿰口艮
哐,⿰口匡
哑,⿰口亚
哒,⿰口达
哓,⿰口尧
哔,⿰口毕
哕,⿰口岁
哖,⿰口年
哗,⿰口华
哘,⿰口行
哙,⿰口会
哚,⿰口朵
哛,⿱𫜸分
哜,⿰口齐
哝,⿰口农
哞,⿰口牟
哟,⿰口约
哠,⿰口告
員,⿱口貝
哢,⿰口弄
哣,⿰口豆
哤,⿰口尨
哥,⿱可可
哦,⿰口我
哧,⿰口赤
哨,⿰口肖
哩,⿰口里
哪,⿰口那
哫,⿰口足
哬,⿰口何
哭,⿱吅犬
哮,⿰口孝
哯,⿰口見
哰,⿰口牢
哱,⿰口孛
哲,⿱折口
哳,⿰口折
哴,⿰口良
哵,⿰口别
哶,⿰口𦍋
哷,⿰口寽
哸,⿰口妥
哹,⿰口孚
哺,⿰口甫
哻,⿰口旱
哼,⿰口亨
哽,⿰口更
哾,⿰口兑
哿,⿱加可
唀,⿰口秀
唁,⿰口言
唂,⿰口谷
唃,⿰口角
唄,⿰口貝
唅,⿰口含
唆,⿰口夋
唇,⿸辰口
唈,⿰口邑
唉,⿰口矣
唊,⿰口夾
唋,⿰口余
唌,⿰口延
唍,⿰口完
唎,⿰口利
唏,⿰口希
唐,⿸广⿱肀口
唑,⿰口坐
唒,⿰口酉
唓,⿰口車
唔,⿰口吾
唕,⿰口皁
唖,⿰口亜
唗,⿰口走
唘,⿱⿰石又口
唙,⿰口狄
唚,⿰口𠬶
唛,⿰口麦
唜,⿱末𫜸
唝,⿰口贡
唞,⿰口抖
唟,⿱去𫜸
唠,⿰口劳
唡,⿰口两
唢,⿰口𭕆
唣,⿰口皂
唤,⿰口奂
唥,⿰口冷
唦,⿰口沙
唧,⿰口即
唨,⿰口阻
唩,⿰口委
唪,⿰口奉
唫,⿰口金
唬,⿰口虎
唭,⿰口其
售,⿱隹口
唯,⿰口隹
唰,⿰口刷
唱,⿰口昌
唲,⿰口兒
唳,⿰口戾
唴,⿰口羌
唵,⿰口奄
唶,⿰口昔
唷,⿰口育
唸,⿰口念
唹,⿰口於
唺,⿰口典
唻,⿰口來
唼,⿰口妾
唽,⿰口析
唾,⿰口垂
唿,⿰口忽
啀,⿰口厓
啁,⿰口周
啂,⿰口乳
啃,⿰口肯
啄,⿰口豖
啅,⿰口卓
商,⿳亠丷冏
啇,⿳亠丷⿵冂古
啈,⿰口幸
啉,⿰口林
啊,⿰口阿
啋,⿰口采
啌,⿰口空
啍,⿰口享
啎,⿰午吾
問,⿵門口
啐,⿰口卒
啑,⿰口疌
啒,⿰口屈
啓,⿱𢼄口
啔,⿱𫼉口
啕,⿰口匋
啖,⿰口炎
啗,⿰口臽
啘,⿰口宛
啙,⿱此吅
啚,⿳口十回
啛,⿰口妻
啜,⿰口叕
啝,⿰口和
啞,⿰口亞
啟,⿰启攵
啠,⿱斦口
啡,⿰口非
啢,⿰口兩
啣,⿰口卸
啤,⿰口卑
啥,⿰口舍
啦,⿰口拉
啧,⿰口责
啨,⿰口青
啩,⿰口卦
啪,⿰口拍
啫,⿰口者
啬,⿱⿻土丷回
啭,⿰口转
啮,⿰口齿
啯,⿰口国
啰,⿰口罗
啱,⿰口岩
啲,⿰口的
啳,⿰口卷
啴,⿰口单
啵,⿰口波
啶,⿰口定
啷,⿰口郎
啸,⿰口肃
啹,⿰口居
啺,⿰口昜
啻,⿱帝口
啼,⿰口帝
啽,⿰口弇
啾,⿰口秋
啿,⿰口甚
喀,⿰口客
喁,⿰口禺
喂,⿰口畏
喃,⿰口南
善,⿱⿻羊丷𠮛
喅,⿰口昱
喆,⿰吉吉
喇,⿰口剌
喈,⿰口皆
喉,⿰口侯
喊,⿰口咸
喋,⿰口枼
喌,⿱吅州
喍,⿰口柴
喎,⿰口咼
喏,⿰口若
喐,⿰口郁
喑,⿰口音
喒,⿰口昝
喓,⿰口要
喔,⿰口屋
喕,⿰口面
喖,⿰口枯
喗,⿰口軍
喘,⿰口耑
喙,⿰口彖
喚,⿰口奂
喛,⿰口爰
喜,⿱壴口
喝,⿰口曷
喞,⿰口即
喟,⿰口胃
喠,⿰口重
喡,⿰口韋
喢,⿰口臿
喣,⿱呴灬
喤,⿰口皇
喥,⿰口度
喦,⿱品山
喧,⿰口宣
喨,⿰口亮
喩,⿰口俞
喪,⿱⿻土吅𰀠
喫,⿰口契
喬,⿱吞冋
喭,⿰口彦
單,⿱吅⿻甲一
喯,⿰口奔
喰,⿰口食
喱,⿰口厘
喲,⿰口約
喳,⿰口查
喴,⿰口威
喵,⿰口苗
営,⿱𰃮吕
喷,⿰口贲
喸,⿱甫𫜸
喹,⿰口奎
喺,⿰口係
喻,⿰口俞
喼,⿰口急
喽,⿰口娄
喾,⿱𰃮告
喿,⿱品木
嗀,⿰𫯁殳
嗁,⿰口虒
嗂,⿰口䍃
嗃,⿰口高
嗄,⿰口夏
嗅,⿰口臭
嗆,⿰口倉
嗇,⿱⿻土从回
嗈,⿰口邕
嗉,⿰口素
嗊,⿰口貢
嗋,⿰口脅
嗌,⿰口益
嗍,⿰口朔
嗎,⿰口馬
嗏,⿰口茶
嗐,⿰口害
嗑,⿰口盍
嗒,⿰口荅
嗓,⿰口桑
嗔,⿰口真
嗕,⿰口辱
嗖,⿰口叟
嗗,⿰口骨
嗘,⿰口奚
嗙,⿰口旁
嗚,⿰口烏
嗛,⿰口兼
嗜,⿰口耆
嗝,⿰口鬲
嗞,⿰口兹
嗟,⿰口差
嗠,⿰孚各
嗡,⿰口翁
嗢,⿰口昷
嗣,⿰⿱口𠕁司
嗤,⿰口蚩
嗥,⿰口皋
嗦,⿰口索
嗧,⿱加侖
嗨,⿰口海
嗩,⿰口𧴪
嗪,⿰口秦
嗫,⿰口聂
嗬,⿰口荷
嗭,⿱直𫜸
嗮,⿰口晒
嗯,⿰口恩
嗰,⿰口個
嗱,⿰口拿
嗲,⿰口爹
嗳,⿰口爱
嗴,⿰口羗
嗵,⿰口通
嗶,⿰口畢
嗷,⿰口敖
嗸,⿱敖口
嗹,⿰口連
嗺,⿰口崔
嗻,⿰口庶
嗼,⿰口莫
嗽,⿰口欶
嗾,⿰口族
嗿,⿰口貪
嘀,⿰口啇
嘁,⿰口戚
嘂,⿲吕丩吕
嘃,⿰口庸
嘄,⿰口梟
嘅,⿰口既
嘆,⿰口𦰩
嘇,⿰口參
嘈,⿰口曹
嘉,⿱壴加
嘊,⿰口崖
嘋,⿰口教
嘌,⿰口票
嘍,⿰口婁
嘎,⿰口戛
嘏,⿰古叚
嘐,⿰口翏
嘑,⿰口虖
嘒,⿰口彗
嘓,⿰口國
嘔,⿰口區
嘕,⿰口焉
嘖,⿰口責
嘗,⿱尚旨
嘘,⿰口虚
嘙,⿰口婆
嘚,⿰口得
嘛,⿰口麻
嘜,⿰口麥
嘝,⿰口斛
嘞,⿰口勒
嘟,⿰口都
嘠,⿰口戞
嘡,⿰口堂
嘢,⿰口野
嘣,⿰口崩
嘤,⿰口婴
嘥,⿰口徙
嘦,⿱只要
嘧,⿰口密
嘨,⿰口粛
嘩,⿰口華
嘪,⿰口買
嘫,⿰口然
嘬,⿰口最
嘭,⿰口彭
嘮,⿰口勞
嘯,⿰口肅
嘰,⿰口幾
嘱,⿰口属
嘲,⿰口朝
嘳,⿰口貴
嘴,⿰口觜
嘵,⿰口堯
嘶,⿰口斯
嘷,⿰口皐
嘸,⿰口無
嘹,⿰口尞
嘺,⿰口喬
嘻,⿰口喜
嘼,⿱㽞𠮛
嘽,⿰口單
嘾,⿰口覃
嘿,⿰口黑
噀,⿰口巽
噁,⿰口惡
噂,⿰口尊
噃,⿰口番
噄,⿰口絜
噅,⿰口爲
噆,⿰口朁
噇,⿰口童
噈,⿰口就
噉,⿰口敢
噊,⿰口矞
噋,⿰口敦
噌,⿰口曾
噍,⿰口焦
噎,⿰口壹
噏,⿰口翕
噐,⿱𠱯吅
噑,⿰口皐
噒,⿰口粦
噓,⿰口虛
噔,⿰口登
噕,⿱爲口
噖,⿰口琴
噗,⿰口菐
噘,⿰口厥
噙,⿰口禽
噚,⿰口尋
噛,⿰口歯
噜,⿰口鲁
噝,⿰口絲
噞,⿰口僉
噟,⿸䧹口
噠,⿰口達
噡,⿰口詹
噢,⿰口奥
噣,⿰口蜀
噤,⿰口禁
噥,⿰口農
噦,⿰口歳
噧,⿰口萬
器,⿱哭吅
噩,⿻𪡅吅
噪,⿰口喿
噫,⿰口意
噬,⿰口筮
噭,⿰口敫
噮,⿰口睘
噯,⿰口愛
噰,⿰口雍
噱,⿰口豦
噲,⿰口會
噳,⿰口虞
噴,⿰口賁
噵,⿱道口
噶,⿰口葛
噷,⿰口歆
噸,⿰口頓
噹,⿰口當
噺,⿰口新
噻,⿰口塞
噼,⿰口辟
噽,⿰喜丕
噾,⿰口窨
噿,⿰口翠
嚀,⿰口寧
嚁,⿰口翟
嚂,⿰口監
嚃,⿰口遝
嚄,⿰口蒦
嚅,⿰口需
嚆,⿰口蒿
嚇,⿰口赫
嚈,⿰口厭
嚉,⿰口對
嚊,⿰口鼻
嚋,⿰口壽
嚌,⿰口齊
嚍,⿰口盡
嚎,⿰口豪
嚏,⿰口疐
嚐,⿰口嘗
嚑,⿰口熏
嚒,⿰口麽
嚓,⿰口察
嚔,⿰口疐
嚕,⿰口魯
嚖,⿰口慧
嚗,⿰口暴
嚘,⿰口憂
嚙,⿰口齒
嚚,⿳吅臣吅
嚛,⿰口樂
嚜,⿰口墨
嚝,⿰口廣
嚞,⿱吉喆
嚟,⿰口黎
嚠,⿰口劉
嚡,⿰口鞋
嚢,⿳𰀉㓁⿱𠀎𧘇
嚣,⿱𬱞吅
嚤,⿰口摩
嚥,⿰口燕
嚦,⿰口歷
嚧,⿰口盧
嚨,⿰口龍
嚩,⿰口縛
嚪,⿰口閻
嚫,⿰口親
嚬,⿰口頻
嚭,⿰喜否
嚮,⿱鄉向
嚯,⿰口霍
嚰,⿰口磨
嚱,⿰口戲
嚲,⿰享單
嚳,⿱𦥯告
嚴,⿱吅𠪚
嚵,⿰口毚
嚶,⿰口嬰
嚷,⿰口襄
嚸,⿰口點
嚹,⿰口罅
嚺,⿰口⿺辶⿱罒㒸
嚻,⿲吕頁吕
嚼,⿰口爵
嚽,⿰口贅
嚾,⿰口雚
嚿,⿰口舊
囀,⿰口轉
囁,⿰口聶
囂,⿱𠽸吅
囃,⿰口雜
囄,⿰口離
囅,⿰單展
囆,⿰口蠆
囇,⿰口麗
囈,⿰口藝
囉,⿰口羅
囊,⿳𰀉冖𱔞
囋,⿰口贊
囌,⿰口蘇
囍,⿰喜喜
囎,⿰口贈
囏,⿰𦰩喜
囐,⿰口獻
囑,⿰口屬
囒,⿰口蘭
囓,⿰口齧
囔,⿰口囊
囕,⿰口覽
囖,⿰口籮
囗,丨𠃍一
囘,⿵冂巳
囙,⿴囗コ
囚,⿴囗人
四,⿴囗儿
囜,⿴囗厶
囝,⿴囗子
回,⿴囗口
囟,⿱丿龱
因,⿴囗大
囡,⿴囗女
团,⿴囗才
団,⿴囗寸
囤,⿴囗屯
囥,⿴囗亢
囦,⿴囗水
囧,⿴囗⿱八冂
囨,⿴囗不
囩,⿴囗云
囪,⿱丿⿴囗⿻⿰丿丿丶
囫,⿴囗勿
囬,⿴囗口
园,⿴囗元
囮,⿴囗化
囯,⿴囗王
困,⿴囗木
囱,⿱丿⿴囗夂
囲,⿴囗井
図,⿴囗⿶乂⿰丶丶
围,⿴囗韦
囵,⿴囗仑
囶,⿴囗𡉀
囷,⿴囗禾
囸,⿴囗正
囹,⿴囗令
固,⿴囗古
囻,⿴囗民
囼,⿴囗台
国,⿴囗玉
图,⿴囗冬
囿,⿴囗有
圀,⿴囗⿱八方
圁,⿴囗言
圂,⿴囗豕
圃,⿴囗甫
圄,⿴囗吾
圅,⿱龴⿴囗𢆉
圆,⿴囗员
圇,⿴囗侖
圈,⿴囗卷
圉,⿴囗幸
圊,⿴囗青
國,⿴囗或
圌,⿴囗耑
圍,⿴囗韋
圎,⿴囗員
圏,⿴囗巻
圐,⿴囗𬙙
圑,⿴囗尃
園,⿴囗袁
圓,⿴囗員
圔,⿴囗盍
圕,⿴囗書
圖,⿴囗啚
圗,⿴囗⿱𠫘回
團,⿴囗專
圙,⿴囗⿱八面
圚,⿴囗貴
圛,⿴囗睪
圜,⿴囗睘
圝,⿴囗䜌
圞,⿴囗欒
土,⿱十一
圠,⿰土乚
圡,⿷土丶
圢,⿰土丁
圣,⿱又土
圤,⿰土卜
圥,⿱土儿
圦,⿰土入
圧,⿸厂土
在,⿸⿱𠂇丨土
圩,⿰土于
圪,⿰土乞
圫,⿰土乇
圬,⿰土亏
圭,⿱土土
圮,⿰土己
圯,⿰土巳
地,⿰土也
圱,⿰千土
圲,⿰土千
圳,⿰土川
圴,⿰土勺
圵,⿰土上
圶,⿱大土
圷,⿰土下
圸,⿰土山
圹,⿰土广
场,⿰土𠃓
圻,⿰土斤
圼,⿱日土
圽,⿰土勿
圾,⿰土及
圿,⿰土介
址,⿰土止
坁,⿰土氏
坂,⿰土反
坃,⿰土元
坄,⿰土殳
坅,⿰土今
坆,⿰土攵
均,⿰土匀
坈,⿰土冗
坉,⿰土屯
坊,⿰土方
坋,⿰土分
坌,⿱分土
坍,⿰土丹
坎,⿰土欠
坏,⿰土不
坐,⿱𠦏一
坑,⿰土亢
坒,⿱比土
坓,⿱井土
坔,⿱水土
坕,⿱爪土
坖,⿱元土
块,⿰土夬
坘,⿰土互
坙,⿱一𱖉
坚,⿱𰀡土
坛,⿰土云
坜,⿰土历
坝,⿰土贝
坞,⿰土乌
坟,⿰土文
坠,⿱队土
坡,⿰土皮
坢,⿰土半
坣,⿱龸土
坤,⿰土申
坥,⿰土且
坦,⿰土旦
坧,⿰土石
坨,⿰土它
坩,⿰土甘
坪,⿰土平
坫,⿰土占
坬,⿰土瓜
坭,⿰土尼
坮,⿰土台
坯,⿰土丕
坰,⿰土冋
坱,⿰土央
坲,⿰土弗
坳,⿰土幼
坴,⿱圥土
坵,⿰土丘
坶,⿰土母
坷,⿰土可
坸,⿰土句
坹,⿰土穴
坺,⿰土犮
坻,⿰土氐
坼,⿰土斥
坽,⿰土令
坾,⿰土宁
坿,⿰土付
垀,⿰土乎
垁,⿰土矢
垂,⿱乖一
垃,⿰土立
垄,⿱龙土
垅,⿰土龙
垆,⿰土卢
垇,⿰土凹
垈,⿱代土
垉,⿰土包
垊,⿰土民
型,⿱刑土
垌,⿰土同
垍,⿰土自
垎,⿰土各
垏,⿰土聿
垐,⿱次土
垑,⿰土多
垒,⿱厽土
垓,⿰土亥
垔,⿱覀土
垕,⿸后土
垖,⿰土𠂤
垗,⿰土兆
垘,⿰土伏
垙,⿰土光
垚,⿱土𪢴
垛,⿰土朵
垜,⿰土朶
垝,⿰土危
垞,⿰土宅
垟,⿰土羊
垠,⿰土艮
垡,⿱伐土
垢,⿰土后
垣,⿰土亘
垤,⿰土至
垥,⿰土合
垦,⿱艮土
垧,⿰土向
垨,⿰土守
垩,⿱亚土
垪,⿰土并
垫,⿱执土
垬,⿰土共
垭,⿰土亚
垮,⿰土夸
垯,⿰土达
垰,⿰土𠧗
垱,⿰土当
垲,⿰土岂
垳,⿰土行
垴,⿰土㐫
垵,⿰土安
垶,⿰土辛
垷,⿰土見
垸,⿰土完
垹,⿰土邦
垺,⿰土孚
垻,⿰土貝
垼,⿱役土
垽,⿱沂土
垾,⿰土旱
垿,⿰土序
埀,⿱𫡙一
埁,⿰土岑
埂,⿰土更
埃,⿰土矣
埄,⿰土夆
埅,⿱防土
埆,⿰土角
埇,⿰土甬
埈,⿰土夋
埉,⿰土夾
埊,⿱山坔
埋,⿰土里
埌,⿰土良
埍,⿰土肙
城,⿰土成
埏,⿰土延
埐,⿰土𠬶
埑,⿱折土
埒,⿰土寽
埓,⿰土寽
埔,⿰土甫
埕,⿰土呈
埖,⿰土花
埗,⿰土步
埘,⿰土时
埙,⿰土员
埚,⿰土呙
埛,⿰土冏
埜,⿱林土
埝,⿰土念
埞,⿰土定
域,⿰土或
埠,⿰土阜
埡,⿰土亞
埢,⿰土卷
埣,⿰土卒
埤,⿰土卑
埥,⿰土青
埦,⿰土宛
埧,⿰土具
埨,⿰土侖
埩,⿰土争
埪,⿰土空
埫,⿰土尚
埬,⿰土東
埭,⿰土隶
埮,⿰土炎
埯,⿰土奄
埰,⿰土采
埱,⿰土叔
埲,⿰土奉
埳,⿰土臽
埴,⿰土直
埵,⿰土垂
埶,⿰坴丸
執,⿰幸丸
埸,⿰土易
培,⿰土咅
基,⿱其土
埻,⿰土享
埼,⿰土奇
埽,⿰土帚
埾,⿱取土
埿,⿱泥土
堀,⿰土屈
堁,⿰土果
堂,⿱尚土
堃,⿱⿰方方土
堄,⿰土兒
堅,⿱臤土
堆,⿰土隹
堇,⿱廿⿻丄𠮡
堈,⿰土岡
堉,⿰土育
堊,⿱亞土
堋,⿰土朋
堌,⿰土固
堍,⿰土兔
堎,⿰土夌
堏,⿱枋土
堐,⿰土厓
堑,⿱斩土
堒,⿰土昆
堓,⿰土岸
堔,⿰土罙
堕,⿱陏土
堖,⿰土𡿺
堗,⿰土突
堘,⿰土⿱龹土
堙,⿰土垔
堚,⿰土軍
堛,⿰土畐
堜,⿰土柬
堝,⿰土咼
堞,⿰土枼
堟,⿰土彖
堠,⿰土侯
堡,⿱保土
堢,⿰土保
堣,⿰土禺
堤,⿰土是
堥,⿱敄土
堦,⿰土皆
堧,⿰土耎
堨,⿰土曷
堩,⿰土恆
堪,⿰土甚
堫,⿰土㚇
堬,⿰土俞
堭,⿰土皇
堮,⿰土咢
堯,⿱垚兀
堰,⿰土匽
報,⿰幸𠬝
堲,⿱即土
堳,⿰土眉
場,⿰土昜
堵,⿰土者
堶,⿰土⿱左⺝
堷,⿰土音
堸,⿰土風
堹,⿰土重
堺,⿰土界
堻,⿱津土
堼,⿱封土
堽,⿰土罡
堾,⿰土春
堿,⿰土咸
塀,⿰土屏
塁,⿳田⿰冫𡿨土
塂,⿰土巷
塃,⿰土荒
塄,⿰土𬙙
塅,⿰土段
塆,⿰土弯
塇,⿰土宣
塈,⿱既土
塉,⿰土脊
塊,⿰土鬼
塋,⿱𤇾土
塌,⿰土𦐇
塍,⿸𰮤土
塎,⿰土容
塏,⿰土豈
塐,⿰土素
塑,⿱朔土
塒,⿰土時
塓,⿰土冥
塔,⿰土荅
塕,⿰土翁
塖,⿰土乘
塗,⿱涂土
