z1,r,z2
锊,Traditional,鋝
锋,Traditional,鋒
锌,Traditional,鋅
锍,Traditional,鋶
锎,Traditional,鐦
锏,Traditional,鐧
锐,Traditional,銳
锑,Traditional,銻
锒,Traditional,鋃
锓,Traditional,鋟
锔,Traditional,鋦
锕,Traditional,錒
锖,Traditional,錆
锗,Traditional,鍺
锘,Traditional,鍩
错,Traditional,錯
锚,Traditional,錨
锛,Traditional,錛
锜,Traditional,錡
锝,Traditional,鍀
锞,Traditional,錁
锟,Traditional,錕
锠,Traditional,錩
锡,Traditional,錫
锢,Traditional,錮
锣,Traditional,鑼
锤,Traditional,錘
锥,Traditional,錐
锦,Traditional,錦
锧,Traditional,鑕
锨,Traditional,鍁
锩,Traditional,錈
锪,Traditional,鍃
锫,Traditional,錇
锬,Traditional,錟
锭,Traditional,錠
键,Traditional,鍵
锯,Traditional,鋸
锰,Traditional,錳
锱,Traditional,錙
锲,Traditional,鍥
锳,Traditional,鍈
锴,Traditional,鍇
锵,Traditional,鏘
锶,Traditional,鍶
锷,Traditional,鍔
锸,Traditional,鍤
锹,Traditional,鍬
锺,Traditional,鍾
锻,Traditional,鍛
锼,Traditional,鎪
锽,Traditional,鍠
锾,Traditional,鍰
锿,Traditional,鎄
镀,Traditional,鍍
镁,Traditional,鎂
镂,Traditional,鏤
镃,Traditional,鎡
镄,Traditional,鐨
镅,Traditional,鎇
镆,Traditional,鏌
镇,Traditional,鎮
镈,Traditional,鎛
镉,Traditional,鎘
镊,Traditional,鑷
镋,Traditional,鎲
镌,Traditional,鐫
镍,Traditional,鎳
镎,Traditional,鎿
镏,Traditional,鎦
镐,Traditional,鎬
镑,Traditional,鎊
镒,Traditional,鎰
镓,Traditional,鎵
镔,Traditional,鑌
镕,Traditional,鎔
镖,Traditional,鏢
镗,Traditional,鏜
镘,Traditional,鏝
镙,Traditional,鏍
镚,Traditional,鏰
镛,Traditional,鏞
镜,Traditional,鏡
镝,Traditional,鏑
镞,Traditional,鏃
镟,Traditional,鏇
镠,Traditional,鏐
镡,Traditional,鐔
镢,Traditional,鐝
镣,Traditional,鐐
镤,Traditional,鏷
镥,Traditional,鑥
镦,Traditional,鐓
镧,Traditional,鑭
镨,Traditional,鐠
镩,Traditional,鑹
镪,Traditional,鏹
镫,Traditional,鐙
镬,Traditional,鑊
镭,Traditional,鐳
镮,Traditional,鐶
镯,Traditional,鐲
镰,Traditional,鐮
镱,Traditional,鐿
镲,Traditional,鑔
镳,Traditional,鑣
镴,Traditional,鑞
镵,Traditional,鑱
镶,Traditional,鑲
長,Simplified,长
长,Traditional,長
門,Semantic,门
門,Simplified,门
門,SpecializedSemantic,门
閂,Simplified,闩
閃,Simplified,闪
閄,Simplified,𬮘
閅,Simplified,𮤫
閆,Semantic,閻
閆,Simplified,闫
閈,Simplified,闬
閉,Simplified,闭
開,Simplified,开
開,Simplified,𫔭
閌,Simplified,闶
閍,Simplified,𨸂
閎,Simplified,闳
閏,Simplified,闰
閐,Simplified,𨸃
閑,Simplified,闲
閒,Simplified,闲
閒,SpecializedSemantic,間
間,Simplified,间
間,SpecializedSemantic,閒
閔,Simplified,闵
閕,Simplified,𰿩
閗,Simplified,𫔯
閘,Simplified,闸
閙,Semantic,鬧
閛,Simplified,𰿬
閜,Simplified,𬮠
閝,Simplified,𫠂
閞,Simplified,𫔰
閟,Simplified,𮤲
閡,Simplified,阂
関,Semantic,闗
関,Semantic,關
関,Semantic,𨶹
閣,Simplified,阁
閤,Simplified,合
閤,Simplified,𬮤
閥,Simplified,阀
閦,Simplified,𬮥
閧,Semantic,鬨
閧,Simplified,𬮢
閨,Simplified,闺
閩,Simplified,闽
閫,Simplified,阃
閬,Simplified,阆
閭,Simplified,闾
閯,Simplified,𬮪
閱,Simplified,阅
閵,Simplified,𫔴
閶,Simplified,阊
閷,Simplified,𰿳
閹,Semantic,剦
閹,Simplified,阉
閻,Semantic,閆
閻,Simplified,阎
閼,Simplified,阏
閽,Simplified,阍
閾,Simplified,阈
閿,Simplified,阌
闃,Simplified,阒
闄,Simplified,𬮲
闆,Simplified,板
闆,Simplified,𬮳
闇,Simplified,𬮴
闈,Simplified,闱
闉,Simplified,𬮱
闊,Semantic,濶
闊,Simplified,阔
闋,Simplified,阕
闌,Simplified,阑
闍,Simplified,阇
闐,Simplified,阗
闑,Simplified,𫔶
闒,Simplified,阘
闓,Simplified,闿
闔,Simplified,阖
闕,Simplified,阙
闖,Simplified,闯
闗,Semantic,関
闗,Semantic,關
闚,Simplified,𬮭
闛,Simplified,𰿺
關,Semantic,寡
關,Semantic,関
關,Semantic,闗
關,Simplified,关
闞,Simplified,阚
闟,Simplified,𰿻
闠,Simplified,阓
闡,Simplified,阐
闢,Simplified,辟
闢,Simplified,𰿾
闤,Simplified,阛
闥,Simplified,闼
门,Semantic,門
门,SpecializedSemantic,門
门,Traditional,門
闩,Traditional,閂
闪,Traditional,閃
闫,Traditional,閆
闬,Traditional,閈
闭,Traditional,閉
问,Traditional,問
闯,Traditional,闖
闰,Traditional,閏
闱,Traditional,闈
闲,Traditional,閑
闲,Traditional,閒
闳,Traditional,閎
间,Traditional,間
闵,Traditional,閔
闶,Traditional,閌
闷,Traditional,悶
闸,Traditional,閘
闹,Traditional,鬧
闺,Traditional,閨
闻,Traditional,聞
闼,Traditional,闥
闽,Traditional,閩
闾,Traditional,閭
闿,Traditional,闓
阀,Traditional,閥
阁,Traditional,閣
阂,Traditional,閡
阃,Traditional,閫
阄,Traditional,鬮
阅,Traditional,閱
阆,Traditional,閬
阇,Traditional,闍
阈,Traditional,閾
阉,Traditional,閹
阊,Traditional,閶
阋,Traditional,鬩
阌,Traditional,閿
阍,Traditional,閽
阎,Traditional,閻
阏,Traditional,閼
阐,Traditional,闡
阑,Traditional,闌
阒,Traditional,闃
阓,Traditional,闠
阔,Traditional,闊
阕,Traditional,闋
阖,Traditional,闔
阗,Traditional,闐
阘,Traditional,闒
阙,Traditional,闕
阚,Traditional,闞
阛,Traditional,闤
阜,Semantic,阝
阝,Semantic,阜
队,Traditional,隊
阡,Semantic,仟
阧,Semantic,陡
阨,Semantic,阸
阨,SpecializedSemantic,呃
阪,Simplified,坂
阬,Semantic,坑
阱,Semantic,穽
阱,SpecializedSemantic,汫
阳,Semantic,氜
阳,Semantic,陽
阳,Traditional,陽
阴,Semantic,陰
阴,Traditional,陰
阵,Traditional,陣
阶,Traditional,階
阸,Semantic,阨
阿,SpecializedSemantic,啊
陀,Semantic,陁
陁,Semantic,陀
际,Traditional,際
陆,Traditional,陸
陇,Traditional,隴
陈,Traditional,陳
陉,Traditional,陘
降,Semantic,夅
降,SpecializedSemantic,夅
陕,Traditional,陝
陗,Semantic,峭
陘,Simplified,陉
陜,Semantic,狹
陝,Simplified,陕
陡,Semantic,阧
陣,Semantic,𨸬
陣,Simplified,阵
陣,SpecializedSemantic,陳
陦,Traditional,隯
陧,Traditional,隉
陨,Traditional,隕
险,Traditional,險
陭,Semantic,㟢
陭,Semantic,埼
陭,Semantic,崎
陭,Semantic,嵜
陭,Semantic,碕
陭,Semantic,﨑
陭,Semantic,𥔎
陰,Semantic,阴
陰,Semantic,隂
陰,Simplified,阴
陳,Simplified,陈
陳,SpecializedSemantic,陣
陶,Semantic,匋
陸,Simplified,陆
陸,SpecializedSemantic,六
陻,Semantic,垔
陻,Semantic,堙
陼,Semantic,渚
陽,Semantic,氜
陽,Semantic,阳
陽,Simplified,阳
陿,Simplified,𬯅
隂,Semantic,陰
隄,Semantic,堤
隈,Semantic,渨
隈,SpecializedSemantic,偎
隉,Simplified,陧
隊,Simplified,队
隍,Semantic,堭
階,Semantic,堦
階,Simplified,阶
随,Traditional,隨
隐,Semantic,隠
隐,Traditional,隱
隑,Simplified,𬮿
隕,Semantic,磒
隕,Simplified,陨
隖,Semantic,塢
隖,Simplified,𬮻
際,Simplified,际
隝,Semantic,塢
隠,Semantic,隐
隣,Semantic,鄰
隤,Semantic,墤
隤,Simplified,𬯎
隧,Semantic,𡑞
隨,Simplified,随
隩,Semantic,𡒃
險,Simplified,险
隫,Simplified,𱀡
隮,Semantic,躋
隮,Simplified,𬯀
隯,Simplified,陦
隱,Semantic,乚
隱,Simplified,隐
隲,Semantic,騭
隲,Simplified,𱀑
隴,Simplified,陇
隶,Traditional,隸
隷,Semantic,隸
隷,Compat,隸
隸,Semantic,隷
隸,Simplified,隶
隸,Compat,隷
隻,Simplified,只
隼,Semantic,鶽
隼,Semantic,鵻
隽,Semantic,雋
隽,Traditional,雋
难,Semantic,難
难,SpecializedSemantic,難
难,Traditional,難
雁,Semantic,鴈
集,Semantic,亼
雇,Semantic,僱
雋,Semantic,隽
雋,Simplified,隽
雍,Semantic,邕
雍,Semantic,𪪝
雏,Traditional,雛
雕,Semantic,㓮
雕,Semantic,彫
雕,SpecializedSemantic,鵰
雖,Simplified,虽
雙,Semantic,双
雙,Simplified,双
雙,SpecializedSemantic,双
雛,Semantic,鶵
雛,Simplified,雏
雜,Semantic,襍
雜,Simplified,杂
雝,Semantic,簌
雞,Semantic,鷄
雞,Semantic,鳮
雞,Simplified,鸡
雠,Traditional,讎
離,Simplified,离
離,SpecializedSemantic,离
難,Semantic,难
難,Simplified,难
難,SpecializedSemantic,难
雨,SpecializedSemantic,馭
雱,Semantic,霶
雲,Simplified,云
雳,Traditional,靂
電,Simplified,电
雾,Traditional,霧
霁,Traditional,霽
霉,Traditional,黴
霜,Semantic,孀
霡,Semantic,霢
霡,Traditional,霢
霢,Semantic,霡
霢,Simplified,霡
霣,Simplified,𫕥
霥,Semantic,濛
霧,Simplified,雾
霭,Traditional,靄
霰,Semantic,䨘
霶,Semantic,雱
霸,Semantic,覇
霼,Simplified,𪵣
霽,Simplified,霁
靀,Semantic,濛
靂,Simplified,雳
靄,Simplified,霭
靅,Simplified,𰷦
靆,Simplified,叇
靈,Semantic,灵
靈,Simplified,灵
靉,Simplified,叆
靓,Traditional,靚
静,Traditional,靜
靚,Simplified,靓
靜,Simplified,静
靝,Semantic,天
面,Simplified,面
面,Traditional,面
面,Traditional,麵
靥,Traditional,靨
靦,Semantic,覥
靦,Simplified,䩄
靦,Simplified,腼
靧,Semantic,頮
靧,Simplified,𫖃
靨,Simplified,靥
靭,Semantic,韌
靴,Semantic,鞾
鞀,Semantic,鼗
鞀,Semantic,鞉
鞀,Simplified,鼗
鞉,Semantic,鞀
鞉,Semantic,鼗
鞋,Semantic,鞵
鞋,Semantic,𩋘
鞋,SpecializedSemantic,𩋧
鞏,Simplified,巩
鞑,Traditional,韃
鞒,Traditional,鞽
鞘,Semantic,韒
鞙,Semantic,琄
鞝,Simplified,绱
鞟,Semantic,鞹
鞦,Semantic,鞧
鞦,Simplified,秋
鞧,Semantic,鞦
鞫,Semantic,諊
鞯,Traditional,韉
鞲,Semantic,韝
鞴,Semantic,絥
鞵,Semantic,鞋
鞸,Simplified,𱁴
鞹,Semantic,鞟
鞻,Simplified,𱁺
鞼,Simplified,𱁹
鞽,Semantic,橇
鞽,Simplified,鞒
鞾,Semantic,靴
鞾,Simplified,𫖇
韁,Semantic,繮
韁,Simplified,缰
韂,Semantic,䩞
韃,Simplified,鞑
韆,Simplified,千
韆,Simplified,𱁶
韇,Simplified,𱁷
韈,Semantic,襪
韈,Semantic,韤
韉,Simplified,鞯
韊,Simplified,𱁾
韋,Simplified,韦
韌,Semantic,肕
韌,Semantic,靭
韌,Simplified,韧
韌,SpecializedSemantic,肕
韍,Simplified,韨
韏,Simplified,𱂇
韐,Simplified,𱂆
韒,Semantic,鞘
韒,Simplified,𱂉
韓,Simplified,韩
韔,Simplified,𮧴
韗,Simplified,𱂈
韘,Simplified,𱂊
韙,Simplified,韪
韚,Simplified,𫠅
韛,Simplified,𫖔
韜,Semantic,弢
韜,Simplified,韬
韝,Semantic,鞲
韝,Simplified,𫖕
韞,Simplified,韫
韞,SpecializedSemantic,縕
韠,Simplified,𫖒
韡,Simplified,𮧵
韢,Simplified,𬰶
韣,Simplified,𱂋
韤,Semantic,襪
韤,Semantic,韈
韦,Traditional,韋
韧,Traditional,韌
韨,Traditional,韍
韩,Traditional,韓
韪,Traditional,韙
韫,Traditional,韞
韬,Traditional,韜
韭,Semantic,韮
韮,Semantic,韭
韵,Semantic,韻
韵,Traditional,韻
韻,Semantic,韵
韻,Simplified,韵
韻,Simplified,𱂐
響,Semantic,响
響,Simplified,响
頁,Simplified,页
頂,Semantic,𩠑
頂,Simplified,顶
頃,Simplified,顷
頄,Simplified,𬱓
項,Simplified,项
順,Simplified,顺
頇,Simplified,顸
須,Semantic,湏
須,Simplified,须
頊,Simplified,顼
頋,Semantic,顧
頌,Simplified,颂
頍,Simplified,𫠆
頎,Simplified,颀
頏,Simplified,颃
預,Semantic,豫
預,Simplified,预
頑,Simplified,顽
頒,Simplified,颁
頓,Simplified,顿
頔,Simplified,𬱖
頕,Simplified,𬱗
頖,Simplified,𬱙
頗,Simplified,颇
領,Simplified,领
頙,Spoofing,𩑠
頛,Simplified,𬱜
頜,Simplified,颌
頞,Simplified,𱂨
頟,Semantic,額
頟,Simplified,𱂥
頠,Simplified,𬱟
頡,Simplified,颉
頢,Simplified,𬱠
頣,Semantic,頤
頤,Semantic,頣
頤,Simplified,颐
頦,Simplified,颏
頩,Simplified,𱂦
頪,Simplified,𱂧
頫,Semantic,俯
頫,Simplified,𫖯
頭,Simplified,头
頮,Semantic,靧
頮,Simplified,颒
頯,Simplified,𱂬
頰,Simplified,颊
頲,Simplified,颋
頴,Semantic,穎
頴,Simplified,颕
頵,Simplified,𫖳
頷,Simplified,颔
頸,Simplified,颈
頹,Simplified,颓
頻,Simplified,频
頼,Semantic,賴
顀,Simplified,𱂭
顁,Simplified,𬱫
顃,Simplified,𩖖
顄,Simplified,𱂰
顅,Simplified,𫖶
顆,Simplified,颗
顇,Simplified,𱂯
顉,Simplified,𰽳
顊,Simplified,𬱪
顋,Semantic,腮
顋,Simplified,𱂲
題,Simplified,题
額,Semantic,頟
額,Simplified,额
顎,Simplified,颚
顏,Simplified,颜
顐,Simplified,𬱢
顑,Simplified,𱂱
顒,Simplified,颙
顓,Simplified,颛
顕,Semantic,顯
顖,Semantic,囟
顖,Simplified,𱂶
顖,SpecializedSemantic,囟
顗,Simplified,𫖮
願,Semantic,愿
願,Simplified,愿
願,Simplified,𫖸
顙,Simplified,颡
顛,Simplified,颠
顜,Simplified,𱂴
顝,Simplified,𱂵
類,Semantic,𩔖
類,Semantic,𩔗
類,Simplified,类
類,Spoofing,𩔖
顠,Simplified,𱂺
顢,Simplified,颟
顣,Simplified,𫖹
顤,Simplified,𱂣
顥,Semantic,皓
顥,Semantic,皝
顥,Simplified,颢
顦,Semantic,憔
顦,Simplified,𱂻
顧,Semantic,頋
顧,Simplified,顾
顩,Simplified,𱂫
顪,Simplified,𱂤
顫,Simplified,颤
顬,Simplified,颥
顮,Simplified,𱂸
顯,Semantic,顕
顯,Simplified,显
顰,Semantic,嚬
顰,Simplified,颦
顱,Semantic,髗
顱,Simplified,颅
顳,Simplified,颞
顴,Simplified,颧
页,Traditional,頁
顶,Traditional,頂
顷,Traditional,頃
顸,Traditional,頇
项,Traditional,項
顺,Traditional,順
须,Traditional,須
须,Traditional,鬚
顼,Traditional,頊
顽,Traditional,頑
顾,Traditional,顧
顿,Traditional,頓
颀,Traditional,頎
颁,Traditional,頒
颂,Traditional,頌
颃,Traditional,頏
预,Traditional,預
颅,Traditional,顱
领,Traditional,領
颇,Traditional,頗
颈,Traditional,頸
颉,Traditional,頡
颊,Traditional,頰
颋,Traditional,頲
颌,Traditional,頜
颍,Traditional,潁
颎,Traditional,熲
颏,Traditional,頦
颐,Traditional,頤
频,Traditional,頻
颒,Traditional,頮
颓,Traditional,頹
颔,Traditional,頷
颕,Traditional,頴
颖,Traditional,穎
颗,Traditional,顆
题,Traditional,題
颙,Traditional,顒
颚,Traditional,顎
颛,Traditional,顓
颜,Traditional,顏
额,Traditional,額
颞,Traditional,顳
颟,Traditional,顢
颠,Traditional,顛
颡,Traditional,顙
颢,Traditional,顥
颣,Traditional,纇
颤,Traditional,顫
颥,Traditional,顬
颦,Traditional,顰
颧,Traditional,顴
風,Simplified,风
颩,Simplified,𱃔
颬,Simplified,𱃕
颭,Simplified,飐
颮,Semantic,猋
颮,Semantic,飇
颮,Simplified,飑
颯,Simplified,飒
颰,Simplified,𩙥
颱,Simplified,台
颱,Simplified,𱃗
颲,Simplified,𱃘
颳,Simplified,刮
颴,Simplified,𬱽
颶,Simplified,飓
颷,Simplified,𩙪
颸,Simplified,飔
颹,Simplified,𬱵
颺,Simplified,飏
颻,Simplified,飖
颼,Semantic,䬒
颼,Simplified,飕
颽,Simplified,𬱼
颾,Simplified,𩙫
颿,Simplified,𬳳
飀,Simplified,飗
飁,Simplified,𱃟
飂,Simplified,𮨵
飄,Simplified,飘
飆,Simplified,飙
飇,Semantic,猋
飇,Semantic,颮
飇,Simplified,𱃠
飈,Simplified,飚
飉,Simplified,𬲅
飋,Simplified,𫗋
飍,Simplified,𱃝
风,Traditional,風
飏,Traditional,颺
飐,Traditional,颭
飑,Traditional,颮
飒,Traditional,颯
飓,Traditional,颶
飔,Traditional,颸
飕,Traditional,颼
飖,Traditional,颻
飗,Traditional,飀
飘,Traditional,飄
飙,Traditional,飆
飚,Traditional,飈
飛,Simplified,飞
飞,Traditional,飛
食,Semantic,飠
飠,Semantic,食
飠,Simplified,饣
飡,Semantic,餐
飡,Spoofing,湌
飢,Semantic,饑
飢,Simplified,饥
飣,Simplified,饤
飤,Semantic,飼
飤,Simplified,𬲦
飥,Simplified,饦
飦,Semantic,饘
飦,Simplified,𫗞
飨,Traditional,饗
飩,Simplified,饨
飪,Semantic,䏕
飪,Simplified,饪
飫,Semantic,饇
飫,Simplified,饫
飭,Simplified,饬
飯,Simplified,饭
飰,Simplified,𱃴
飲,Simplified,饮
飴,Simplified,饴
飵,Simplified,𫗢
飶,Simplified,𫗣
飷,Simplified,𬲭
飼,Semantic,飤
飼,Simplified,饲
飽,Simplified,饱
飾,Semantic,餙
飾,Simplified,饰
飿,Simplified,饳
餀,Simplified,𮩜
餂,Semantic,舔
餂,Simplified,𱃺
餃,Simplified,饺
餄,Simplified,饸
餅,Semantic,餠
餅,Simplified,饼
餉,Semantic,饟
餉,Simplified,饷
養,Simplified,养
餌,Simplified,饵
餍,Traditional,饜
餎,Simplified,饹
餏,Simplified,饻
餐,Semantic,飡
餑,Simplified,饽
餒,Semantic,餧
餒,Simplified,馁
餒,SpecializedSemantic,餧
餓,Simplified,饿
餔,Simplified,𫗦
餕,Simplified,馂
餖,Simplified,饾
餗,Simplified,𫗧
餘,Simplified,余
餘,Simplified,馀
餙,Semantic,飾
餚,Semantic,肴
餚,Simplified,肴
餚,Simplified,𬳁
餛,Semantic,餫
餛,Simplified,馄
餜,Semantic,䴹
餜,Simplified,馃
餞,Simplified,饯
餟,Semantic,醊
餟,Simplified,𬳂
餠,Semantic,餅
餡,Simplified,馅
餢,Simplified,𱃾
餣,Simplified,𬲼
餤,Simplified,𱃿
餦,Simplified,𫗠
餧,Semantic,喂
餧,Semantic,餒
餧,Simplified,𫗪
餧,SpecializedSemantic,喂
館,Semantic,舘
館,Simplified,馆
餩,Simplified,𱃽
餪,Simplified,𫗬
餫,Semantic,餛
餫,Simplified,𫗥
餬,Simplified,𫗫
餭,Simplified,𫗮
餯,Simplified,𱄄
餰,Simplified,𬳆
餱,Semantic,糇
餱,Simplified,糇
餱,Simplified,𫗯
餲,Simplified,𮩝
餳,Simplified,饧
餴,Simplified,𱃼
餵,Semantic,諉
餵,Simplified,𫗭
餵,SpecializedSemantic,喂
餶,Simplified,馉
餷,Simplified,馇
餸,Simplified,𩠌
餹,Semantic,糖
餹,Simplified,𬳍
餺,Simplified,馎
餻,Semantic,糕
餼,Simplified,饩
餽,Semantic,饋
餾,Simplified,馏
餿,Simplified,馊
饀,Simplified,𬳊
饁,Simplified,馌
饃,Simplified,馍
饅,Simplified,馒
饆,Simplified,𮩛
饇,Semantic,飫
饇,Simplified,𱃲
饈,Semantic,𦟤
饈,Simplified,馐
饉,Simplified,馑
饊,Semantic,糤
饊,Simplified,馓
饋,Semantic,匱
饋,Semantic,櫃
饋,Semantic,餽
饋,Simplified,馈
饌,Semantic,䉵
饌,Semantic,籑
饌,Simplified,馔
饍,Semantic,膳
饎,Simplified,𱄆
饐,Simplified,𮩞
饑,Semantic,飢
饒,Simplified,饶
饕,Semantic,叨
饗,Simplified,飨
饘,Semantic,飦
饘,Simplified,𫗴
饙,Simplified,𱄀
饛,Simplified,𱄈
饜,Simplified,餍
饞,Semantic,嚵
饞,Simplified,馋
饟,Semantic,餉
饟,Simplified,𫗵
饠,Simplified,𫗩
饡,Simplified,𱄊
饢,Simplified,馕
饣,Traditional,飠
饤,Traditional,飣
饥,Traditional,飢
饦,Traditional,飥
饧,Traditional,餳
饨,Traditional,飩
饩,Traditional,餼
饪,Traditional,飪
饫,Traditional,飫
饬,Traditional,飭
饭,Traditional,飯
饮,Traditional,飲
饯,Traditional,餞
饰,Traditional,飾
饱,Traditional,飽
饲,Traditional,飼
饳,Traditional,飿
饴,Traditional,飴
饵,Traditional,餌
饶,Traditional,饒
饷,Traditional,餉
饸,Traditional,餄
饹,Traditional,餎
饺,Traditional,餃
饻,Traditional,餏
饼,Traditional,餅
饽,Traditional,餑
饾,Traditional,餖
饿,Traditional,餓
馀,Traditional,餘
馁,Traditional,餒
馂,Traditional,餕
馃,Traditional,餜
馄,Traditional,餛
馅,Traditional,餡
馆,Traditional,館
馇,Traditional,餷
馈,Traditional,饋
馉,Traditional,餶
馊,Traditional,餿
馋,Traditional,饞
馌,Traditional,饁
馍,Traditional,饃
馎,Traditional,餺
馏,Traditional,餾
馐,Traditional,饈
馑,Traditional,饉
馒,Traditional,饅
馓,Traditional,饊
馔,Traditional,饌
馕,Traditional,饢
馘,Semantic,聝
馚,Semantic,馩
馩,Semantic,馚
馩,Simplified,𬳟
馬,Simplified,马
馭,Semantic,御
馭,Simplified,驭
馭,SpecializedSemantic,御
馮,Simplified,冯
馮,Spoofing,溤
馯,Simplified,𫘛
馱,Semantic,䭾
馱,Simplified,驮
馲,Simplified,𱄽
馳,Simplified,驰
馴,Simplified,驯
馵,Simplified,𱄼
馹,Simplified,驲
馺,Simplified,𱅂
馼,Simplified,𫘜
馽,Simplified,𱅁
馿,Semantic,驢
駁,Semantic,駮
駁,Simplified,驳
駂,Simplified,𱅀
駃,Simplified,𫘝
駉,Simplified,𬳶
駊,Simplified,𫘟
駍,Simplified,𬳴
駎,Simplified,𩧨
駏,Simplified,𱅃
駐,Simplified,驻
駑,Simplified,驽
駒,Simplified,驹
駓,Simplified,𬳵
駔,Simplified,驵
駕,Simplified,驾
駗,Simplified,𱅇
駘,Simplified,骀
駙,Simplified,驸
駚,Simplified,𩧫
駛,Semantic,𩢲
駛,Simplified,驶
駜,Simplified,𱅈
駝,Simplified,驼
駞,Simplified,𫘞
駟,Simplified,驷
駢,Semantic,騈
駢,Simplified,骈
駣,Simplified,𱅏
駤,Simplified,𫘠
駥,Simplified,𱅉
駦,Semantic,騰
駧,Simplified,𩧲
駩,Simplified,𩧴
駪,Semantic,侁
駪,Semantic,詵
駪,Simplified,𬳽
駫,Simplified,𫘡
駬,Simplified,𱅋
駭,Simplified,骇
駮,Semantic,駁
駮,Simplified,𱅐
駰,Simplified,骃
駱,Simplified,骆
駴,Simplified,𮪢
駶,Simplified,𩧺
駷,Simplified,𱅔
駸,Simplified,骎
駹,Simplified,𮪡
駺,Simplified,𬴀
駻,Simplified,𫘣
駼,Simplified,𬳿
駽,Simplified,𱅖
駾,Simplified,𱅙
駿,Simplified,骏
騀,Simplified,𱅗
騁,Simplified,骋
騂,Simplified,骍
騃,Simplified,𫘤
騄,Simplified,𫘧
騅,Simplified,骓
騇,Simplified,𱅚
騈,Semantic,駢
騉,Simplified,𫘥
騊,Simplified,𫘦
騋,Simplified,𱅕
騌,Semantic,騣
騌,Simplified,骔
騍,Simplified,骒
騎,Simplified,骑
騏,Simplified,骐
騐,Semantic,驗
騑,Simplified,𬴂
騔,Simplified,𩨀
騕,Simplified,𱅜
騖,Simplified,骛
騗,Semantic,騙
